qseqid,best_evalue_cecidomyiid,best_bitscore_cecidomyiid,best_hit_cecidomyiid,best_pident_cecidomyiid,best_evalue_sciarid,best_bitscore_sciarid,best_hit_sciarid,best_pident_sciarid,best_evalue_outgroup,best_bitscore_outgroup,best_hit_outgroup,best_pident_outgroup,alien_index,bitscore_diff_cec_minus_sci,outgroup_flag,interpretation
g10924.t1,0.0,927.0,g2531.t3,78.352,0.0,1122.0,s12004.t1,91.909,0.0,952.0,ref|XP_312517.6|,79.512,0.0,-195.0,check_conservation,ambiguous
g10894.t2,0.0,562.0,g7162.t1,71.671,0.0,1060.0,s15976.t1,96.739,6.36e-168,486.0,ref|XP_061513194.1|,70.96,0.0,-498.0,ok,ambiguous
g7397.t1,0.0,693.0,g7160.t2,77.262,0.0,644.0,s15978.t1,75.182,0.0,562.0,ref|XP_316417.4|,69.898,0.0,49.0,check_conservation,ambiguous
g7400.t1,0.0,1008.0,g5582.t2,75.22,0.0,864.0,s16948.t1,67.296,0.0,862.0,ref|XP_313620.6|,64.296,0.0,144.0,check_conservation,ambiguous
g7383.t1,0.0,2268.0,g5195.t2,62.408,0.0,1105.0,s1579.t1,36.538,0.0,874.0,ref|XP_061516195.1|,31.763,0.0,1163.0,ok,ambiguous
g7385.t1,0.0,892.0,g5195.t2,64.769,0.0,670.0,s1579.t1,52.589,0.0,572.0,ref|XP_061516195.1|,44.461,0.0,222.0,ok,ambiguous
g18236.t1,0.0,802.0,g9525.t1,33.439,0.0,898.0,s5599.t1,34.129,0.0,729.0,ref|XP_061509472.1|,30.32,0.0,-96.0,check_conservation,ambiguous
g18238.t1,0.0,938.0,g2379.t1,59.13,0.0,773.0,s14230.t1,97.09,0.0,580.0,ref|XP_061500504.1|,71.236,0.0,165.0,ok,ambiguous
g18239.t1,0.0,628.0,g2375.t3,52.679,0.0,1194.0,s14222.t1,89.618,0.0,578.0,ref|XP_320966.6|,46.79,0.0,-566.0,ok,ambiguous
g7464.t1,0.0,1142.0,g5962.t3,81.361,0.0,830.0,s462.t1,63.127,0.0,791.0,ref|XP_061509110.1|,57.801,0.0,312.0,ok,ambiguous
g7464.t2,0.0,1095.0,g5962.t4,81.538,0.0,845.0,s462.t1,65.644,0.0,771.0,ref|XP_061509111.1|,58.733,0.0,250.0,ok,ambiguous
g7469.t1,0.0,1244.0,g5326.t1,78.721,0.0,864.0,s5292.t1,57.356,9.59e-65,237.0,ref|XP_061512302.1|,62.983,0.0,380.0,ok,ambiguous
g7469.t2,0.0,1214.0,g5326.t2,78.348,0.0,834.0,s5292.t2,56.659,7.1400000000000005e-65,237.0,ref|XP_061512303.1|,70.13,0.0,380.0,ok,ambiguous
g10911.t1,0.0,538.0,g7240.t2,44.992,0.0,533.0,s13972.t1,44.356,0.0,612.0,ref|XP_310338.8|,49.351,0.0,5.0,check_conservation,ambiguous
g7409.t1,0.0,669.0,g6273.t2,85.013,0.0,614.0,s16628.t1,73.913,0.0,568.0,ref|XP_061504586.1|,67.176,0.0,55.0,check_conservation,ambiguous
g7244.t1,0.0,613.0,g5720.t2,56.661,0.0,588.0,s17162.t1,55.714,0.0,601.0,ref|XP_061503750.1|,55.437,0.0,25.0,check_conservation,ambiguous
g7349.t2,0.0,1407.0,g4807.t1,82.386,0.0,922.0,s3946.t1,62.352,0.0,740.0,ref|XP_061510599.1|,47.184,0.0,485.0,ok,ambiguous
g7350.t1,0.0,989.0,g4808.t4,94.963,0.0,827.0,s12887.t2,78.388,0.0,712.0,ref|XP_061506561.1|,67.47,0.0,162.0,ok,ambiguous
g7334.t1,0.0,526.0,g8019.t3,54.455,0.0,770.0,s16882.t1,79.832,0.0,531.0,ref|XP_061498390.1|,57.296,0.0,-244.0,ok,ambiguous
g7341.t1,0.005,35.4,g6015.t1,35.088,0.005,35.0,s1972.t1,31.132,5.5,27.3,ref|XP_061510025.1|,45.833,0.0,0.3999999999999986,ok,ambiguous
g7343.t1,0.0,1328.0,g5157.t2,87.156,0.0,1145.0,s955.t1,76.058,0.0,1032.0,ref|XP_061511094.1|,69.467,0.0,183.0,ok,ambiguous
g7247.t1,1.7,29.3,g14996.t1,32.967,1.7,28.5,s8907.t1,39.024,0.27,32.3,ref|XP_061500338.1|,34.94,0.0,0.8000000000000007,check_conservation,ambiguous
g13666.t1,1.4,29.3,g8111.t2,30.0,1.4,28.9,s14331.t1,35.294,4.1,28.9,ref|XP_061503623.1|,30.882,0.0,0.40000000000000213,check_conservation,ambiguous
g731.t1,0.0,1556.0,g10885.t2,83.607,0.0,808.0,s9538.t2,47.849,0.0,732.0,ref|XP_061508121.1|,45.187,0.0,748.0,ok,ambiguous
g7349.t1,0.0,1251.0,g4807.t1,79.09,0.0,850.0,s3946.t1,60.422,0.0,695.0,ref|XP_061510601.1|,48.21,0.0,401.0,ok,ambiguous
g14604.t1,0.0,991.0,g9167.t2,92.0,0.0,816.0,s15093.t1,73.54,0.0,642.0,ref|XP_311953.3|,61.511,0.0,175.0,ok,ambiguous
g14605.t1,0.0,1087.0,g9167.t2,87.342,0.0,931.0,s15093.t1,75.316,0.0,815.0,ref|XP_311953.3|,66.195,0.0,156.0,ok,ambiguous
g15691.t1,0.0,877.0,g5238.t2,83.943,0.0,575.0,s4750.t1,60.645,6.37e-170,489.0,ref|XP_061513537.1|,50.806,0.0,302.0,ok,ambiguous
g16420.t1,0.0,778.0,g1516.t2,88.489,0.0,849.0,s12825.t1,98.558,0.0,720.0,ref|XP_321638.4|,80.288,0.0,-71.0,check_conservation,ambiguous
g14590.t1,0.0,741.0,g9003.t2,84.112,0.0,682.0,s4182.t1,75.935,7.11e-170,491.0,ref|XP_559060.2|,56.481,0.0,59.0,ok,ambiguous
g14630.t1,0.0,1234.0,g7279.t2,85.486,0.0,778.0,s14838.t1,56.721,0.0,573.0,ref|XP_061500191.1|,44.833,0.0,456.0,ok,ambiguous
g14631.t1,0.0,937.0,g2700.t4,67.265,0.0,632.0,s13558.t2,48.943,0.0,617.0,ref|XP_061500857.1|,47.885,0.0,305.0,ok,ambiguous
g7178.t1,0.0,1740.0,g2891.t2,85.867,0.0,1565.0,s1770.t2,79.372,0.0,1513.0,ref|XP_311417.3|,80.559,0.0,175.0,check_conservation,ambiguous
g7179.t1,0.0,1725.0,g2891.t2,87.955,0.0,1567.0,s1770.t2,77.565,0.0,1515.0,ref|XP_311417.3|,78.817,0.0,158.0,check_conservation,ambiguous
g7168.t1,0.0,1662.0,g517.t2,86.396,0.0,985.0,s12301.t1,61.864,0.0,676.0,ref|XP_061497763.1|,43.458,0.0,677.0,ok,ambiguous
g1834.t1,0.0,788.0,g10856.t1,85.023,0.0,868.0,s9669.t1,94.931,0.0,747.0,ref|XP_061503623.1|,81.106,0.0,-80.0,check_conservation,ambiguous
g18341.t1,0.0,583.0,g5051.t5,50.809,0.0,1070.0,s14667.t1,91.081,0.0,636.0,ref|XP_061510127.1|,53.807,0.0,-487.0,ok,ambiguous
g18334.t1,0.0,850.0,g10322.t2,84.073,0.0,734.0,s4561.t1,73.878,0.0,677.0,ref|XP_317070.5|,66.061,0.0,116.0,ok,ambiguous
g1098.t1,0.0,697.0,g5357.t2,77.701,0.0,580.0,s2760.t1,64.434,0.0,566.0,ref|XP_318638.4|,63.908,0.0,117.0,check_conservation,ambiguous
g1097.t1,0.0,783.0,g5358.t2,79.424,0.0,589.0,s2759.t1,60.082,2.75e-174,520.0,ref|XP_061512947.1|,53.373,0.0,194.0,ok,ambiguous
g10972.t1,0.0,553.0,g9282.t2,45.101,0.0,1246.0,s7741.t1,93.798,0.0,592.0,ref|XP_061508256.1|,45.351,0.0,-693.0,ok,ambiguous
g18381.t1,0.0,720.0,g7913.t3,40.965,0.0,1709.0,s1046.t3,77.428,1.2999999999999999e-170,543.0,ref|XP_061514162.1|,34.334,0.0,-989.0,ok,ambiguous
g14588.t1,0.0,928.0,g9002.t2,69.044,0.0,667.0,s744.t2,52.787,0.0,637.0,ref|XP_320324.4|,53.71,0.0,261.0,ok,ambiguous
g16411.t1,0.0,1463.0,g9482.t2,65.418,0.0,2182.0,s12812.t4,94.112,0.0,1515.0,ref|XP_321556.4|,68.79,0.0,-719.0,ok,ambiguous
g16411.t2,0.0,1468.0,g9482.t2,65.679,0.0,2206.0,s12812.t3,93.843,0.0,1517.0,ref|XP_061499156.1|,68.244,0.0,-738.0,ok,ambiguous
g16411.t3,0.0,1467.0,g9482.t2,65.854,0.0,2198.0,s12812.t3,93.755,0.0,1516.0,ref|XP_061499156.1|,68.244,0.0,-731.0,ok,ambiguous
g16412.t1,0.0,1049.0,g583.t1,57.629,0.0,1873.0,s12813.t1,94.295,0.0,730.0,ref|XP_061518581.1|,46.213,0.0,-824.0,ok,ambiguous
g16412.t2,0.0,1041.0,g583.t1,56.424,0.0,1763.0,s12813.t1,90.06,1.35e-147,465.0,ref|XP_061518581.1|,41.46,0.0,-722.0,ok,ambiguous
g2704.t1,0.0,1172.0,g13362.t2,90.358,0.0,716.0,s15097.t1,57.423,0.0,664.0,ref|XP_061504442.1|,63.889,0.0,456.0,ok,ambiguous
g14600.t1,0.0,949.0,g9009.t1,83.304,0.0,839.0,s4289.t1,73.675,0.0,791.0,ref|XP_061503113.1|,68.254,0.0,110.0,check_conservation,ambiguous
g2707.t1,0.0,920.0,g13359.t2,95.238,0.0,586.0,s14896.t1,64.043,0.0,549.0,ref|XP_312792.6|,55.166,0.0,334.0,ok,ambiguous
g2708.t1,0.0,892.0,g13358.t1,94.703,0.0,618.0,s15514.t1,68.88,0.0,625.0,ref|XP_313657.5|,68.922,0.0,274.0,ok,ambiguous
g2710.t1,0.0,1970.0,g13356.t3,93.46,0.0,1535.0,s15744.t1,75.477,0.0,1147.0,ref|XP_061513303.1|,57.37,0.0,435.0,ok,ambiguous
g2712.t1,0.0,2102.0,g13354.t3,89.793,0.0,1165.0,s15741.t1,55.877,0.0,596.0,ref|XP_061498308.1|,38.414,0.0,937.0,ok,ambiguous
g2692.t1,0.0,534.0,g12492.t3,99.618,0.0,506.0,s6694.t1,94.615,2.4e-161,448.0,ref|XP_308886.4|,80.534,0.0,28.0,check_conservation,ambiguous
g270.t1,0.0,1028.0,g8632.t2,77.381,0.0,840.0,s7262.t1,65.039,0.0,770.0,ref|XP_308209.5|,61.381,0.0,188.0,ok,ambiguous
g183.t1,0.0,796.0,g4282.t2,79.15,0.0,596.0,s926.t1,62.55,0.0,565.0,ref|XP_061510712.1|,58.008,0.0,200.0,ok,ambiguous
g12544.t1,0.0,738.0,g11970.t1,35.648,0.0,4002.0,s4789.t1,99.689,0.0,867.0,ref|XP_061507418.1|,38.049,0.0,-3264.0,ok,ambiguous
g3052.t1,0.0,1429.0,g13196.t2,89.888,0.0,762.0,s16487.t1,84.475,0.0,728.0,ref|XP_061499880.1|,78.667,0.0,667.0,ok,ambiguous
g3053.t1,0.0,1424.0,g13195.t1,95.225,0.0,1082.0,s16488.t1,79.498,2.24e-74,259.0,ref|XP_308943.5|,39.951,0.0,342.0,ok,ambiguous
g3053.t2,0.0,1425.0,g13195.t1,95.225,0.0,1082.0,s16488.t1,79.498,1.4199999999999999e-74,260.0,ref|XP_308943.5|,39.951,0.0,343.0,ok,ambiguous
g3054.t1,0.0,872.0,g13194.t3,96.355,0.0,647.0,s16489.t3,81.166,0.0,588.0,ref|XP_318274.4|,74.041,0.0,225.0,ok,ambiguous
g3057.t1,0.0,1223.0,g13191.t2,85.384,0.0,590.0,s15120.t1,47.406,1.61e-81,275.0,ref|XP_310695.5|,37.844,0.0,633.0,ok,ambiguous
g3034.t1,0.0,782.0,g12579.t2,87.952,0.0,605.0,s8096.t1,72.772,0.0,558.0,ref|XP_061498740.1|,70.461,0.0,177.0,ok,ambiguous
g2706.t1,0.0,804.0,g13360.t2,96.474,0.0,602.0,s15102.t2,74.194,9.200000000000001e-179,506.0,ref|XP_312633.5|,58.315,0.0,202.0,ok,ambiguous
g3036.t1,0.0,2838.0,g12582.t3,73.992,0.0,859.0,s16838.t1,35.656,0.0,706.0,ref|XP_061499251.1|,30.696,0.0,1979.0,ok,ambiguous
g3037.t1,0.0,1514.0,g12583.t5,93.577,0.0,1273.0,s16840.t1,79.723,0.0,1219.0,ref|XP_061499479.1|,75.94,0.0,241.0,check_conservation,ambiguous
g3037.t2,0.0,1469.0,g12583.t4,94.541,0.0,1293.0,s16840.t1,83.841,0.0,1233.0,ref|XP_061499479.1|,79.683,0.0,176.0,check_conservation,ambiguous
g3038.t1,0.0,1722.0,g12584.t2,84.072,0.0,551.0,s16841.t1,79.765,6.31e-171,533.0,ref|XP_061498182.1|,82.508,0.0,1171.0,ok,ambiguous
g1275.t1,0.0,969.0,g12662.t2,94.939,0.0,728.0,s7305.t1,72.154,0.0,742.0,ref|XP_315051.4|,72.709,0.0,241.0,ok,ambiguous
g2703.t1,0.0,980.0,g13363.t2,91.544,0.0,795.0,s7991.t1,76.852,0.0,797.0,ref|XP_061497614.1|,78.072,0.0,185.0,check_conservation,ambiguous
g2701.t1,0.0,5399.0,g12477.t5,91.118,0.0,1090.0,s15848.t1,64.755,0.0,919.0,ref|XP_061505890.1|,80.334,0.0,4309.0,ok,ambiguous
g18115.t1,0.0,628.0,g9927.t2,56.719,0.0,1028.0,s14350.t1,91.466,0.0,601.0,ref|XP_314066.4|,53.235,0.0,-400.0,ok,ambiguous
g18115.t2,0.0,633.0,g9927.t1,56.822,0.0,1039.0,s14350.t2,91.56,0.0,607.0,ref|XP_061499245.1|,53.382,0.0,-406.0,ok,ambiguous
g18160.t1,0.0,529.0,g5245.t3,55.354,0.0,873.0,s13861.t2,84.061,1.64e-156,464.0,ref|XP_309720.4|,44.444,0.0,-344.0,ok,ambiguous
g7568.t1,0.0,833.0,g7645.t2,78.443,0.0,697.0,s12748.t1,69.008,0.0,564.0,ref|XP_061512021.1|,58.65,0.0,136.0,ok,ambiguous
g7571.t1,0.0,1323.0,g7652.t2,65.745,0.0,973.0,s1624.t1,51.738,0.0,869.0,ref|XP_061511656.1|,45.656,0.0,350.0,ok,ambiguous
g7550.t1,0.0,631.0,g715.t2,67.573,0.0,624.0,s12595.t2,70.227,0.0,585.0,ref|XP_061497049.1|,61.715,0.0,7.0,check_conservation,ambiguous
g18124.t2,0.0,782.0,g12996.t3,61.637,0.0,1141.0,s14337.t1,87.819,0.0,682.0,ref|XP_061501538.1|,55.929,0.0,-359.0,ok,ambiguous
g18124.t3,0.0,779.0,g12996.t1,61.306,0.0,1135.0,s14337.t1,87.201,0.0,677.0,ref|XP_061501538.1|,55.485,0.0,-356.0,ok,ambiguous
g18126.t1,0.0,925.0,g2176.t2,74.603,0.0,1144.0,s14335.t1,91.892,0.0,906.0,ref|XP_309798.4|,70.865,0.0,-219.0,ok,ambiguous
g18111.t1,0.0,641.0,g538.t2,85.411,0.0,764.0,s14373.t1,99.731,0.0,522.0,ref|XP_061502299.1|,75.371,0.0,-123.0,ok,ambiguous
g14688.t1,0.0,1454.0,g10709.t2,85.025,0.0,1118.0,s554.t1,67.25,3.6,32.0,ref|XP_309236.6|,23.711,0.0,336.0,ok,ambiguous
g1558.t1,0.0,682.0,g13464.t2,97.033,0.0,637.0,s17140.t1,87.87,0.0,588.0,ref|XP_312032.5|,84.098,0.0,45.0,check_conservation,ambiguous
g15582.t1,0.0,1191.0,g1008.t2,80.187,0.0,842.0,s14937.t1,57.928,0.0,585.0,ref|XP_061497874.1|,66.89,0.0,349.0,ok,ambiguous
g17135.t3,0.0,1082.0,g1119.t3,84.211,0.0,1221.0,s12389.t1,96.875,0.0,994.0,ref|XP_061497788.1|,77.1,0.0,-139.0,check_conservation,ambiguous
g17102.t1,0.0,987.0,g4259.t2,68.142,0.0,544.0,s1445.t1,43.799,0.0,546.0,ref|XP_319387.5|,42.273,0.0,443.0,ok,ambiguous
g9580.t1,0.0,510.0,g13131.t2,99.588,0.0,704.0,s4080.t1,78.222,0.0,702.0,ref|XP_309723.5|,78.0,0.0,-194.0,check_conservation,ambiguous
g9581.t1,0.0,677.0,g13132.t2,74.88,0.0,630.0,s6755.t1,68.246,0.0,599.0,ref|XP_308174.2|,64.608,0.0,47.0,check_conservation,ambiguous
g9583.t1,0.0,2419.0,g10698.t1,61.514,0.0,1637.0,s9924.t1,45.326,0.0,1687.0,ref|XP_316344.5|,46.205,0.0,782.0,ok,ambiguous
g9592.t1,0.0,652.0,g10585.t2,92.012,0.0,594.0,s12080.t1,81.065,0.0,590.0,ref|XP_061519564.1|,81.571,0.0,58.0,check_conservation,ambiguous
g9594.t1,0.0,982.0,g10581.t2,55.897,0.0,868.0,s6951.t1,49.696,0.0,868.0,ref|XP_308638.5|,49.352,0.0,114.0,check_conservation,ambiguous
g9572.t1,0.0,679.0,g10571.t4,78.378,0.0,634.0,s3375.t1,72.955,0.0,533.0,ref|XP_061504196.1|,69.048,0.0,45.0,ok,ambiguous
g9576.t1,0.0,660.0,g10572.t2,68.514,0.0,517.0,s3372.t1,55.882,3.27e-170,484.0,ref|XP_320943.6|,52.655,0.0,143.0,ok,ambiguous
g9558.t1,0.0,967.0,g10563.t3,75.349,0.0,800.0,s2375.t1,65.0,0.0,743.0,ref|XP_061518619.1|,59.733,0.0,167.0,ok,ambiguous
g9566.t1,0.0,1145.0,g7412.t2,88.418,0.0,1057.0,s8701.t1,82.237,0.0,967.0,ref|XP_307889.3|,76.491,0.0,88.0,check_conservation,ambiguous
g9566.t2,0.0,1128.0,g7412.t2,91.267,0.0,1048.0,s8701.t1,84.444,0.0,966.0,ref|XP_307889.3|,76.491,0.0,80.0,check_conservation,ambiguous
g9568.t1,0.0,1178.0,g10567.t2,75.275,0.0,1078.0,s4417.t1,68.187,0.0,994.0,ref|XP_306246.5|,64.268,0.0,100.0,check_conservation,ambiguous
g9554.t1,0.0,705.0,g10557.t2,64.324,0.0,592.0,s2383.t1,64.237,0.0,572.0,ref|XP_061513788.1|,60.352,0.0,113.0,check_conservation,ambiguous
g15582.t2,0.0,1095.0,g1008.t2,82.063,0.0,794.0,s14937.t1,59.889,0.0,558.0,ref|XP_061497874.1|,73.569,0.0,301.0,ok,ambiguous
g1810.t1,0.0,819.0,g10076.t2,84.549,0.0,894.0,s9699.t1,93.148,0.0,716.0,ref|XP_316138.4|,74.09,0.0,-75.0,check_conservation,ambiguous
g18095.t2,0.0,1347.0,g13855.t2,70.813,0.0,1271.0,s11950.t2,89.162,0.0,1260.0,ref|XP_061497964.1|,64.933,0.0,76.0,check_conservation,ambiguous
g18084.t1,0.0,643.0,g15551.t1,71.292,0.0,871.0,s69.t1,88.675,10.0,0.0,,,0.0,-228.0,ok,ambiguous
g14711.t1,0.0,1548.0,g10370.t4,81.915,0.0,1122.0,s721.t3,62.211,2.97e-142,445.0,ref|XP_061517023.1|,43.636,0.0,426.0,ok,ambiguous
g14744.t1,0.0,3264.0,g10154.t2,85.342,0.0,2108.0,s9509.t1,60.456,0.0,974.0,ref|XP_061517090.1|,72.811,0.0,1156.0,ok,ambiguous
g1808.t1,0.0,697.0,g13136.t2,48.874,0.0,1623.0,s9700.t1,90.868,0.0,1287.0,ref|XP_061502788.1|,71.982,0.0,-926.0,ok,ambiguous
g10792.t1,0.0,603.0,g9997.t2,62.179,0.0,849.0,s4941.t1,88.936,0.0,564.0,ref|XP_313769.5|,56.893,0.0,-246.0,ok,ambiguous
g10795.t1,0.0,735.0,g5840.t2,62.806,0.0,1006.0,s4925.t2,86.824,0.0,680.0,ref|XP_320767.4|,60.601,0.0,-271.0,ok,ambiguous
g10795.t2,0.0,811.0,g5840.t3,63.374,0.0,1105.0,s4925.t1,87.402,0.0,744.0,ref|XP_061511650.1|,60.809,0.0,-294.0,ok,ambiguous
g10795.t3,0.0,755.0,g5840.t3,62.658,0.0,1040.0,s4925.t1,86.885,0.0,692.0,ref|XP_061511650.1|,59.968,0.0,-285.0,ok,ambiguous
g10796.t1,0.0,1112.0,g9086.t2,78.343,0.0,1365.0,s4923.t1,95.474,0.0,1006.0,ref|XP_320387.4|,71.676,0.0,-253.0,ok,ambiguous
g10805.t1,1.1,31.2,g13843.t3,36.364,1.1,30.4,s8595.t1,28.0,2.7,30.8,ref|XP_061503242.1|,21.147,0.0,0.8000000000000007,check_conservation,ambiguous
g10799.t1,0.0,6199.0,g10797.t2,76.731,0.0,7635.0,s4918.t1,94.611,0.0,5583.0,ref|XP_061508410.1|,68.284,0.0,-1436.0,ok,ambiguous
g18113.t1,0.0,656.0,g13279.t2,54.729,0.0,1149.0,s14352.t1,91.9,0.0,647.0,ref|XP_061498552.1|,52.802,0.0,-493.0,ok,ambiguous
g18179.t1,0.0,702.0,g12824.t3,64.859,0.0,1010.0,s14122.t1,94.118,0.0,679.0,ref|XP_061500425.1|,65.833,0.0,-308.0,ok,ambiguous
g7642.t1,0.0,643.0,g1973.t2,66.966,0.0,773.0,s12206.t1,90.376,5.79e-177,546.0,ref|XP_061509026.1|,63.789,0.0,-130.0,ok,ambiguous
g10855.t1,0.0,812.0,g2120.t2,70.459,0.0,956.0,s14701.t1,83.124,0.0,724.0,ref|XP_307776.4|,62.862,0.0,-144.0,ok,ambiguous
g10857.t1,0.0,1039.0,g1252.t2,70.652,0.0,1386.0,s14699.t3,97.218,0.0,695.0,ref|XP_061497319.1|,71.064,0.0,-347.0,ok,ambiguous
g10852.t1,0.0,798.0,g504.t2,54.422,0.0,1320.0,s11299.t1,84.218,0.0,775.0,ref|XP_312370.5|,53.857,0.0,-522.0,ok,ambiguous
g7602.t3,0.0,1836.0,g7096.t4,98.341,0.0,1491.0,s15322.t1,77.852,0.0,1215.0,ref|XP_313837.6|,64.972,0.0,345.0,ok,ambiguous
g7540.t1,0.0,864.0,g13526.t2,77.973,0.0,702.0,s9290.t1,66.085,0.0,650.0,ref|XP_061514474.1|,64.188,0.0,162.0,ok,ambiguous
g14695.t2,0.0,825.0,g10273.t2,89.463,0.0,741.0,s2352.t3,91.799,0.0,740.0,ref|XP_319061.4|,92.021,0.0,84.0,check_conservation,ambiguous
g7594.t1,0.0,1562.0,g7087.t2,70.273,0.0,755.0,s16182.t2,39.896,1.23e-177,554.0,ref|XP_061512564.1|,34.204,0.0,807.0,ok,ambiguous
g7602.t1,0.0,2203.0,g7096.t3,96.326,0.0,1749.0,s15322.t1,75.292,0.0,1405.0,ref|XP_313837.6|,62.661,0.0,454.0,ok,ambiguous
g7602.t2,0.0,2179.0,g7096.t4,96.29,0.0,1758.0,s15322.t1,76.044,0.0,1411.0,ref|XP_313837.6|,63.299,0.0,421.0,ok,ambiguous
g7583.t1,0.0,845.0,g7093.t2,87.686,0.0,633.0,s15935.t1,67.102,0.0,576.0,ref|XP_310686.6|,61.739,0.0,212.0,ok,ambiguous
g7593.t1,0.0,1121.0,g7088.t2,82.589,0.0,619.0,s16180.t1,51.48,3.57e-89,288.0,ref|XP_310622.4|,31.533,0.0,502.0,ok,ambiguous
g18178.t1,0.0,529.0,g5661.t1,52.966,0.0,1039.0,s14123.t1,90.642,0.0,535.0,ref|XP_061500418.1|,49.615,0.0,-510.0,ok,ambiguous
g14690.t1,0.0,890.0,g10711.t2,90.041,0.0,569.0,s7265.t1,59.454,1.95e-90,284.0,ref|XP_308370.5|,37.367,0.0,321.0,ok,ambiguous
g14695.t1,0.0,826.0,g10273.t2,92.149,0.0,741.0,s2352.t3,91.799,0.0,740.0,ref|XP_319061.4|,92.021,0.0,85.0,check_conservation,ambiguous
g14679.t1,0.0,1274.0,g10705.t2,87.101,0.0,1082.0,s6966.t1,75.035,0.0,993.0,ref|XP_316315.4|,69.93,0.0,192.0,ok,ambiguous
g14679.t2,0.0,1275.0,g10705.t2,87.24,0.0,1081.0,s6966.t1,75.0,0.0,991.0,ref|XP_316315.4|,70.028,0.0,194.0,ok,ambiguous
g18193.t1,0.0,526.0,g2001.t2,49.133,0.0,608.0,s9087.t1,56.513,2.0100000000000002e-164,477.0,ref|XP_001238280.1|,46.457,0.0,-82.0,ok,ambiguous
g14661.t1,0.0,638.0,g5469.t2,86.51,0.0,529.0,s613.t1,75.542,0.0,531.0,ref|XP_061510375.1|,72.81,0.0,109.0,check_conservation,ambiguous
g14670.t1,0.0,924.0,g5478.t2,93.92,0.0,872.0,s395.t1,87.683,0.0,847.0,ref|XP_061513243.1|,83.811,0.0,52.0,check_conservation,ambiguous
g14649.t1,0.0,1067.0,g5458.t2,92.265,0.0,927.0,s1154.t1,78.976,0.0,790.0,ref|XP_318573.4|,69.328,0.0,140.0,ok,ambiguous
g14652.t1,0.0,2320.0,g5460.t2,82.541,0.0,1775.0,s151.t1,64.307,0.0,1768.0,ref|XP_317568.4|,63.224,0.0,545.0,ok,ambiguous
g18209.t1,0.0,578.0,g7230.t2,90.879,0.0,609.0,s13967.t1,96.743,0.0,575.0,ref|XP_310323.5|,90.879,0.0,-31.0,check_conservation,ambiguous
g18210.t1,0.0,846.0,g7232.t2,62.442,0.0,1218.0,s13969.t1,92.357,0.0,626.0,ref|XP_310328.8|,51.839,0.0,-372.0,ok,ambiguous
g18210.t2,0.0,843.0,g7232.t2,66.838,0.0,1151.0,s13969.t1,92.399,0.0,627.0,ref|XP_310328.8|,51.839,0.0,-308.0,ok,ambiguous
g16785.t1,0.0,673.0,g6863.t2,95.0,0.0,639.0,s14962.t1,91.916,0.0,619.0,ref|XP_061508837.1|,84.132,0.0,34.0,check_conservation,ambiguous
g17153.t1,0.0,760.0,g4111.t3,94.684,0.0,826.0,s13717.t1,98.504,0.0,753.0,ref|XP_061502935.1|,90.465,0.0,-66.0,check_conservation,ambiguous
g10913.t1,0.0,574.0,g7231.t1,91.987,0.0,592.0,s13968.t1,94.34,0.0,541.0,ref|XP_061505019.1|,87.179,0.0,-18.0,check_conservation,ambiguous
g10901.t1,0.0,573.0,g862.t2,60.738,0.0,694.0,s12620.t1,77.039,0.0,566.0,ref|XP_321046.4|,60.349,0.0,-121.0,check_conservation,ambiguous
g14657.t1,0.0,1520.0,g9113.t2,81.937,0.0,745.0,s727.t1,45.924,3.93e-162,501.0,ref|XP_061516609.1|,35.59,0.0,775.0,ok,ambiguous
g14189.t1,0.0,1205.0,g6954.t2,56.936,0.0,861.0,s930.t1,48.775,0.0,852.0,ref|XP_061506564.1|,56.625,0.0,344.0,ok,ambiguous
g14195.t1,0.0,700.0,g6959.t2,81.903,0.0,533.0,s1797.t1,63.341,5.810000000000001e-161,466.0,ref|XP_061510621.1|,52.381,0.0,167.0,ok,ambiguous
g14196.t1,0.0,744.0,g6960.t2,57.317,0.0,606.0,s1796.t1,50.958,5.62e-85,273.0,ref|XP_001688373.2|,39.892,0.0,138.0,ok,ambiguous
g16775.t1,0.0,1447.0,g7087.t2,66.372,0.0,888.0,s16182.t1,45.707,0.0,610.0,ref|XP_061512564.1|,36.641,0.0,559.0,ok,ambiguous
g15622.t1,0.0,2427.0,g5702.t2,74.371,0.0,918.0,s3532.t2,39.296,3.5e-86,314.0,ref|XP_061501869.1|,32.334,0.0,1509.0,ok,ambiguous
g14655.t1,0.0,590.0,g5463.t2,86.032,0.0,568.0,s1200.t1,84.194,1.0099999999999999e-174,530.0,ref|XP_317618.5|,74.924,0.0,22.0,check_conservation,ambiguous
g18211.t1,0.0,578.0,g7233.t2,48.325,0.0,978.0,s13970.t1,75.662,0.0,569.0,ref|XP_003436607.1|,47.288,0.0,-400.0,ok,ambiguous
g18214.t1,0.0,543.0,g11915.t2,50.965,0.0,555.0,s10149.t1,50.973,3.6600000000000005e-43,152.0,ref|XP_061505704.1|,41.237,0.0,-12.0,ok,ambiguous
g17135.t1,0.0,1092.0,g1119.t3,85.906,0.0,1234.0,s12389.t1,98.993,0.0,1003.0,ref|XP_061497788.1|,78.655,0.0,-142.0,check_conservation,ambiguous
